Date,Vehicle body type,Motive power,Count
2017-07-01T00:00:00.000,Light Vehicle,Diesel,"46,415"
2017-07-01T00:00:00.000,Motorcycle,,13
2017-07-01T00:00:00.000,Motorcycle,Petrol,"10,667"
2017-07-01T00:00:00.000,Motorcycle,Electric,9
2017-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,34
2017-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-07-01T00:00:00.000,Heavy Vehicle,Petrol,28
2017-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,460"
2017-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-07-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-07-01T00:00:00.000,Light Vehicle,,"39,347"
2017-07-01T00:00:00.000,Light Vehicle,CNG,4
2017-07-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-07-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-07-01T00:00:00.000,Light Vehicle,Solar,1
2017-07-01T00:00:00.000,Motorcycle,Diesel,1
2017-07-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-08-01T00:00:00.000,Light Vehicle,,"39,370"
2017-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,37
2017-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,602"
2017-08-01T00:00:00.000,Light Vehicle,Petrol,"222,753"
2017-08-01T00:00:00.000,Light Vehicle,Other,148
2017-08-01T00:00:00.000,Light Vehicle,LPG,"1,069"
2017-08-01T00:00:00.000,Light Vehicle,Hybrid,"2,167"
2017-08-01T00:00:00.000,Light Vehicle,Electric,193
2017-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2017-08-01T00:00:00.000,Light Vehicle,Diesel,"46,811"
2017-08-01T00:00:00.000,Light Vehicle,CNG,3
2017-08-01T00:00:00.000,Motorcycle,,12
2017-08-01T00:00:00.000,Motorcycle,Petrol,"10,848"
2017-08-01T00:00:00.000,Motorcycle,Electric,9
2017-08-01T00:00:00.000,Heavy Vehicle,,431
2017-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-08-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,450"
2017-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-08-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-08-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-08-01T00:00:00.000,Light Vehicle,Solar,1
2017-08-01T00:00:00.000,Motorcycle,Diesel,1
2017-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-08-01T00:00:00.000,Light Vehicle,,"39,370"
2017-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,37
2017-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,602"
2017-08-01T00:00:00.000,Light Vehicle,Petrol,"222,753"
2017-08-01T00:00:00.000,Light Vehicle,Other,148
2017-08-01T00:00:00.000,Light Vehicle,LPG,"1,069"
2017-08-01T00:00:00.000,Light Vehicle,Hybrid,"2,167"
2017-08-01T00:00:00.000,Light Vehicle,Electric,193
2017-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2017-08-01T00:00:00.000,Light Vehicle,Diesel,"46,811"
2017-08-01T00:00:00.000,Light Vehicle,CNG,3
2017-08-01T00:00:00.000,Motorcycle,,12
2017-08-01T00:00:00.000,Motorcycle,Petrol,"10,848"
2017-08-01T00:00:00.000,Motorcycle,Electric,9
2017-08-01T00:00:00.000,Heavy Vehicle,,431
2017-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-08-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,450"
2017-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-08-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-08-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-08-01T00:00:00.000,Light Vehicle,Solar,1
2017-08-01T00:00:00.000,Motorcycle,Diesel,1
2017-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-09-01T00:00:00.000,Motorcycle,Petrol,"11,416"
2017-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,37
2017-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,562"
2017-09-01T00:00:00.000,Light Vehicle,Petrol,"222,450"
2017-09-01T00:00:00.000,Light Vehicle,Other,147
2017-09-01T00:00:00.000,Light Vehicle,LPG,"1,049"
2017-09-01T00:00:00.000,Light Vehicle,Hybrid,"2,185"
2017-09-01T00:00:00.000,Light Vehicle,Electric,194
2017-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2017-09-01T00:00:00.000,Light Vehicle,Diesel,"46,917"
2017-09-01T00:00:00.000,Light Vehicle,CNG,3
2017-09-01T00:00:00.000,Motorcycle,,12
2017-09-01T00:00:00.000,Light Vehicle,,"39,557"
2017-09-01T00:00:00.000,Motorcycle,Electric,9
2017-09-01T00:00:00.000,Heavy Vehicle,,428
2017-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,423"
2017-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-09-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-09-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-09-01T00:00:00.000,Light Vehicle,Solar,1
2017-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2017-09-01T00:00:00.000,Motorcycle,Diesel,2
2017-09-01T00:00:00.000,Motorcycle,Petrol,"11,416"
2017-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,37
2017-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,562"
2017-09-01T00:00:00.000,Light Vehicle,Petrol,"222,450"
2017-09-01T00:00:00.000,Light Vehicle,Other,147
2017-09-01T00:00:00.000,Light Vehicle,LPG,"1,049"
2017-09-01T00:00:00.000,Light Vehicle,Hybrid,"2,185"
2017-09-01T00:00:00.000,Light Vehicle,Electric,194
2017-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2017-09-01T00:00:00.000,Light Vehicle,Diesel,"46,917"
2017-09-01T00:00:00.000,Light Vehicle,CNG,3
2017-09-01T00:00:00.000,Motorcycle,,12
2017-09-01T00:00:00.000,Light Vehicle,,"39,557"
2017-09-01T00:00:00.000,Motorcycle,Electric,9
2017-09-01T00:00:00.000,Heavy Vehicle,,428
2017-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,423"
2017-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-09-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-09-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-09-01T00:00:00.000,Light Vehicle,Solar,1
2017-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2017-09-01T00:00:00.000,Motorcycle,Diesel,2
2017-10-01T00:00:00.000,Light Vehicle,,"39,637"
2017-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,39
2017-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,547"
2017-10-01T00:00:00.000,Light Vehicle,Petrol,"223,174"
2017-10-01T00:00:00.000,Light Vehicle,Other,147
2017-10-01T00:00:00.000,Light Vehicle,LPG,"1,035"
2017-10-01T00:00:00.000,Light Vehicle,Hybrid,"2,208"
2017-10-01T00:00:00.000,Light Vehicle,Electric,199
2017-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2017-10-01T00:00:00.000,Light Vehicle,Diesel,"47,400"
2017-10-01T00:00:00.000,Light Vehicle,CNG,3
2017-10-01T00:00:00.000,Motorcycle,,12
2017-10-01T00:00:00.000,Motorcycle,Petrol,"12,009"
2017-10-01T00:00:00.000,Motorcycle,Electric,9
2017-10-01T00:00:00.000,Heavy Vehicle,,429
2017-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-10-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,436"
2017-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-10-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-10-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-10-01T00:00:00.000,Light Vehicle,Solar,1
2017-10-01T00:00:00.000,Motorcycle,Diesel,2
2017-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-10-01T00:00:00.000,Light Vehicle,,"39,637"
2017-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,39
2017-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,547"
2017-10-01T00:00:00.000,Light Vehicle,Petrol,"223,174"
2017-10-01T00:00:00.000,Light Vehicle,Other,147
2017-10-01T00:00:00.000,Light Vehicle,LPG,"1,035"
2017-10-01T00:00:00.000,Light Vehicle,Hybrid,"2,208"
2017-10-01T00:00:00.000,Light Vehicle,Electric,199
2017-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2017-10-01T00:00:00.000,Light Vehicle,Diesel,"47,400"
2017-10-01T00:00:00.000,Light Vehicle,CNG,3
2017-10-01T00:00:00.000,Motorcycle,,12
2017-10-01T00:00:00.000,Motorcycle,Petrol,"12,009"
2017-10-01T00:00:00.000,Motorcycle,Electric,9
2017-10-01T00:00:00.000,Heavy Vehicle,,429
2017-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-10-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,436"
2017-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-10-01T00:00:00.000,Heavy Vehicle,LPG,4
2017-10-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-10-01T00:00:00.000,Light Vehicle,Solar,1
2017-10-01T00:00:00.000,Motorcycle,Diesel,2
2017-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-11-01T00:00:00.000,Light Vehicle,,"39,762"
2017-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,51
2017-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,538"
2017-11-01T00:00:00.000,Light Vehicle,Petrol,"223,659"
2017-11-01T00:00:00.000,Light Vehicle,Other,146
2017-11-01T00:00:00.000,Light Vehicle,LPG,"1,033"
2017-11-01T00:00:00.000,Light Vehicle,Hybrid,"2,230"
2017-11-01T00:00:00.000,Light Vehicle,Electric,200
2017-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,17
2017-11-01T00:00:00.000,Light Vehicle,Diesel,"47,790"
2017-11-01T00:00:00.000,Light Vehicle,CNG,3
2017-11-01T00:00:00.000,Motorcycle,,12
2017-11-01T00:00:00.000,Motorcycle,Petrol,"12,312"
2017-11-01T00:00:00.000,Motorcycle,Electric,9
2017-11-01T00:00:00.000,Heavy Vehicle,,433
2017-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-11-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-11-01T00:00:00.000,Heavy Vehicle,LPG,6
2017-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,459"
2017-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-11-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-11-01T00:00:00.000,Motorcycle,Diesel,2
2017-11-01T00:00:00.000,Light Vehicle,Solar,2
2017-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-11-01T00:00:00.000,Motorcycle,,12
2017-11-01T00:00:00.000,Light Vehicle,,"39,762"
2017-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,51
2017-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,538"
2017-11-01T00:00:00.000,Light Vehicle,Petrol,"223,659"
2017-11-01T00:00:00.000,Light Vehicle,Other,146
2017-11-01T00:00:00.000,Light Vehicle,LPG,"1,033"
2017-11-01T00:00:00.000,Light Vehicle,Hybrid,"2,230"
2017-11-01T00:00:00.000,Light Vehicle,Electric,200
2017-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,17
2017-11-01T00:00:00.000,Light Vehicle,Diesel,"47,790"
2017-11-01T00:00:00.000,Light Vehicle,CNG,3
2017-11-01T00:00:00.000,Motorcycle,Petrol,"12,312"
2017-11-01T00:00:00.000,Motorcycle,Electric,9
2017-11-01T00:00:00.000,Heavy Vehicle,,433
2017-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-11-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-11-01T00:00:00.000,Heavy Vehicle,LPG,6
2017-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,459"
2017-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-11-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-11-01T00:00:00.000,Motorcycle,Diesel,2
2017-11-01T00:00:00.000,Light Vehicle,Solar,2
2017-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-12-01T00:00:00.000,Motorcycle,Petrol,"12,417"
2017-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,51
2017-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,531"
2017-12-01T00:00:00.000,Light Vehicle,Petrol,"223,638"
2017-12-01T00:00:00.000,Light Vehicle,Other,143
2017-12-01T00:00:00.000,Light Vehicle,LPG,"1,030"
2017-12-01T00:00:00.000,Light Vehicle,Hybrid,"2,261"
2017-12-01T00:00:00.000,Light Vehicle,Electric,194
2017-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2017-12-01T00:00:00.000,Light Vehicle,Diesel,"48,108"
2017-12-01T00:00:00.000,Light Vehicle,CNG,3
2017-12-01T00:00:00.000,Motorcycle,,6
2017-12-01T00:00:00.000,Light Vehicle,,"39,839"
2017-12-01T00:00:00.000,Motorcycle,Electric,9
2017-12-01T00:00:00.000,Heavy Vehicle,,431
2017-12-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-12-01T00:00:00.000,Heavy Vehicle,LPG,7
2017-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,471"
2017-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2017-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-12-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-12-01T00:00:00.000,Motorcycle,Diesel,1
2017-12-01T00:00:00.000,Light Vehicle,Solar,2
2017-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-12-01T00:00:00.000,Motorcycle,Petrol,"12,417"
2017-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,51
2017-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,531"
2017-12-01T00:00:00.000,Light Vehicle,Petrol,"223,638"
2017-12-01T00:00:00.000,Light Vehicle,Other,143
2017-12-01T00:00:00.000,Light Vehicle,LPG,"1,030"
2017-12-01T00:00:00.000,Light Vehicle,Hybrid,"2,261"
2017-12-01T00:00:00.000,Light Vehicle,Electric,194
2017-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2017-12-01T00:00:00.000,Light Vehicle,Diesel,"48,108"
2017-12-01T00:00:00.000,Light Vehicle,CNG,3
2017-12-01T00:00:00.000,Motorcycle,,6
2017-12-01T00:00:00.000,Light Vehicle,,"39,839"
2017-12-01T00:00:00.000,Motorcycle,Electric,9
2017-12-01T00:00:00.000,Heavy Vehicle,,431
2017-12-01T00:00:00.000,Heavy Vehicle,Petrol,29
2017-12-01T00:00:00.000,Heavy Vehicle,LPG,7
2017-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,471"
2017-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2017-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-12-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-12-01T00:00:00.000,Motorcycle,Diesel,1
2017-12-01T00:00:00.000,Light Vehicle,Solar,2
2017-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2018-01-01T00:00:00.000,Motorcycle,Petrol,"12,593"
2018-01-01T00:00:00.000,Light Vehicle,,"40,157"
2018-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,54
2018-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,530"
2018-01-01T00:00:00.000,Light Vehicle,Petrol,"224,322"
2018-01-01T00:00:00.000,Light Vehicle,Other,140
2018-01-01T00:00:00.000,Light Vehicle,LPG,"1,036"
2018-01-01T00:00:00.000,Light Vehicle,Hybrid,"2,296"
2018-01-01T00:00:00.000,Light Vehicle,Electric,200
2018-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,16
2018-01-01T00:00:00.000,Light Vehicle,Diesel,"48,505"
2018-01-01T00:00:00.000,Light Vehicle,CNG,3
2018-01-01T00:00:00.000,Motorcycle,,12
2018-01-01T00:00:00.000,Motorcycle,Electric,9
2018-01-01T00:00:00.000,Heavy Vehicle,,432
2018-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2018-01-01T00:00:00.000,Heavy Vehicle,LPG,7
2018-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,480"
2018-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2018-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2018-01-01T00:00:00.000,Motorcycle,Diesel,3
2018-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2018-01-01T00:00:00.000,Heavy Vehicle,Electric,4
2018-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2018-01-01T00:00:00.000,Light Vehicle,Solar,2
2018-01-01T00:00:00.000,Motorcycle,Petrol,"12,593"
2018-01-01T00:00:00.000,Light Vehicle,,"40,157"
2018-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,54
2018-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,530"
2018-01-01T00:00:00.000,Light Vehicle,Petrol,"224,322"
2018-01-01T00:00:00.000,Light Vehicle,Other,140
2018-01-01T00:00:00.000,Light Vehicle,LPG,"1,036"
2018-01-01T00:00:00.000,Light Vehicle,Hybrid,"2,296"
2018-01-01T00:00:00.000,Light Vehicle,Electric,200
2018-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,16
2018-01-01T00:00:00.000,Light Vehicle,Diesel,"48,505"
2018-01-01T00:00:00.000,Light Vehicle,CNG,3
2018-01-01T00:00:00.000,Motorcycle,,12
2018-01-01T00:00:00.000,Motorcycle,Electric,9
2018-01-01T00:00:00.000,Heavy Vehicle,,432
2018-01-01T00:00:00.000,Heavy Vehicle,Petrol,28
2018-01-01T00:00:00.000,Heavy Vehicle,LPG,7
2018-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,480"
2018-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2018-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2018-01-01T00:00:00.000,Motorcycle,Diesel,3
2018-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2018-01-01T00:00:00.000,Heavy Vehicle,Electric,4
2018-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2018-01-01T00:00:00.000,Light Vehicle,Solar,2
2018-02-01T00:00:00.000,Motorcycle,Electric,9
2018-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,54
2018-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,482"
2018-02-01T00:00:00.000,Light Vehicle,Petrol,"224,162"
2018-02-01T00:00:00.000,Light Vehicle,Other,139
2018-02-01T00:00:00.000,Light Vehicle,LPG,"1,025"
2018-02-01T00:00:00.000,Light Vehicle,Hybrid,"2,328"
2018-02-01T00:00:00.000,Light Vehicle,Electric,201
2018-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2018-02-01T00:00:00.000,Light Vehicle,Diesel,"48,811"
2018-02-01T00:00:00.000,Motorcycle,,12
2018-02-01T00:00:00.000,Motorcycle,Petrol,"12,573"
2018-02-01T00:00:00.000,Light Vehicle,,"40,149"
2018-02-01T00:00:00.000,Heavy Vehicle,,440
2018-02-01T00:00:00.000,Heavy Vehicle,Petrol,27
2018-02-01T00:00:00.000,Heavy Vehicle,LPG,8
2018-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,481"
2018-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2018-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2018-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2018-02-01T00:00:00.000,Heavy Vehicle,Electric,4
2018-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2018-02-01T00:00:00.000,Motorcycle,Diesel,2
2018-02-01T00:00:00.000,Light Vehicle,Solar,2
2018-02-01T00:00:00.000,Light Vehicle,CNG,2
2018-02-01T00:00:00.000,Motorcycle,Electric,9
2018-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,54
2018-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,482"
2018-02-01T00:00:00.000,Light Vehicle,Petrol,"224,162"
2018-02-01T00:00:00.000,Light Vehicle,Other,139
2018-02-01T00:00:00.000,Light Vehicle,LPG,"1,025"
2018-02-01T00:00:00.000,Light Vehicle,Hybrid,"2,328"
2018-02-01T00:00:00.000,Light Vehicle,Electric,201
2018-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2018-02-01T00:00:00.000,Light Vehicle,Diesel,"48,811"
